mountain,site,spp,treatment,source,rep,survey,date_approx,abv_biomass_dry_seed1,abv_biomass_dry_seed2,abv_biomass_dry_seed3,abv_biomass_dry_seed4,abv_biomass_dry_seed5,abv_biomass_dry_seed6,abv_biomass_dry_seed7,root_biomass_dry_seed1,root_biomass_dry_seed2,root_biomass_dry_seed3,root_biomass_dry_seed4,root_biomass_dry_seed5,root_biomass_dry_seed6,root_biomass_dry_seed7,root_shoot_ratio1,root_shoot_ratio2,root_shoot_ratio3,root_shoot_ratio4,root_shoot_ratio5,root_shoot_ratio6,root_shoot_ratio7,total_bio1,total_bio2,total_bio3,total_bio4,total_bio5,total_bio6,total_bio7,num_germ,num_alive,survival,height_avg,num_leaves_avg,root_shoot_ratio_avg,total_bio_avg,total_abv_avg,total_below_avg,root_path,herb,browse,order,order1
ABE,H,ACSA,S,H,1,final,9/19/2021,0.398,NA,NA,NA,NA,NA,NA,0.8985,NA,NA,NA,NA,NA,NA,2.258,NA,NA,NA,NA,NA,NA,1.297,NA,NA,NA,NA,NA,NA,1,0,0,16.51,3,2.258,1.297,0.398,0.8985,0,0,0,Spruce-fir,Spruce-fir soils
ABE,L,ACSA,F,L,1,final,9/19/2021,0.333,0.173,0.277,0.176,0.114,NA,NA,0.873,0.351,0.2185,0.1395,0.114,0.12,NA,2.622,2.029,0.789,0.793,1,NA,NA,1.206,0.524,0.496,0.316,0.228,0.12,NA,6,6,1,12.065,2,1.4466,0.481666667,0.2146,0.302666667,0,1,0,Hardwoods,Hardwood soils
ABE,L,ACSA,F,L,1,final,9/19/2021,0.333,0.173,0.277,0.176,0.114,NA,NA,0.873,0.351,0.2185,0.1395,0.114,0.12,NA,2.622,2.029,0.789,0.793,1,NA,NA,1.206,0.524,0.496,0.316,0.228,0.12,NA,6,6,1,12.065,2,1.4466,0.481666667,0.2146,0.302666667,0,1,0,Hardwoods,Hardwood soils
ABE,L,ACSA,F,L,1,final,9/19/2021,0.333,0.173,0.277,0.176,0.114,NA,NA,0.873,0.351,0.2185,0.1395,0.114,0.12,NA,2.622,2.029,0.789,0.793,1,NA,NA,1.206,0.524,0.496,0.316,0.228,0.12,NA,6,6,1,12.065,2,1.4466,0.481666667,0.2146,0.302666667,0,1,0,Hardwoods,Hardwood soils
ABE,L,ACSA,H,H,1,final,9/19/2021,0.188,0.139,NA,NA,NA,NA,NA,0.3395,0.264,NA,NA,NA,NA,NA,1.806,1.899,NA,NA,NA,NA,NA,0.528,0.403,NA,NA,NA,NA,NA,4,2,0.5,11.43,4,1.8525,0.4655,0.1635,0.30175,0,1,0,Hardwoods,Spruce-fir soils
ABE,L,ACSA,H,H,1,final,9/19/2021,0.188,0.139,NA,NA,NA,NA,NA,0.3395,0.264,NA,NA,NA,NA,NA,1.806,1.899,NA,NA,NA,NA,NA,0.528,0.403,NA,NA,NA,NA,NA,4,2,0.5,11.43,4,1.8525,0.4655,0.1635,0.30175,0,1,0,Hardwoods,Spruce-fir soils
ABE,L,ACSA,H,H,1,final,9/19/2021,0.188,0.139,NA,NA,NA,NA,NA,0.3395,0.264,NA,NA,NA,NA,NA,1.806,1.899,NA,NA,NA,NA,NA,0.528,0.403,NA,NA,NA,NA,NA,4,2,0.5,11.43,4,1.8525,0.4655,0.1635,0.30175,0,1,0,Hardwoods,Spruce-fir soils
ABE,L,ACSA,M,M,1,final,9/19/2021,0.24,0.076,NA,NA,NA,NA,NA,0.3975,0.1115,NA,NA,NA,NA,NA,1.656,1.467,NA,NA,NA,NA,NA,0.638,0.188,NA,NA,NA,NA,NA,5,2,0.4,10.795,2,1.5615,0.413,0.158,0.2545,0,1,0,Hardwoods,Ecotone soils
ABE,L,ACSA,M,M,1,final,9/19/2021,0.24,0.076,NA,NA,NA,NA,NA,0.3975,0.1115,NA,NA,NA,NA,NA,1.656,1.467,NA,NA,NA,NA,NA,0.638,0.188,NA,NA,NA,NA,NA,5,2,0.4,10.795,2,1.5615,0.413,0.158,0.2545,0,1,0,Hardwoods,Ecotone soils
ABE,L,ACSA,M,M,1,final,9/19/2021,0.24,0.076,NA,NA,NA,NA,NA,0.3975,0.1115,NA,NA,NA,NA,NA,1.656,1.467,NA,NA,NA,NA,NA,0.638,0.188,NA,NA,NA,NA,NA,5,2,0.4,10.795,2,1.5615,0.413,0.158,0.2545,0,1,0,Hardwoods,Ecotone soils
ABE,L,ACSA,S,L,1,final,9/19/2021,0.088,0.225,0.139,0.159,0.097,NA,NA,0.282,0.1895,0.144,0.133,0.096,NA,NA,3.205,0.842,1.036,0.836,0.99,NA,NA,0.37,0.415,0.283,0.292,0.193,NA,NA,5,5,1,11.684,2,1.3818,0.3106,0.1416,0.1689,0,1,0,Hardwoods,Hardwood soils
ABE,L,ACSA,S,L,1,final,9/19/2021,0.088,0.225,0.139,0.159,0.097,NA,NA,0.282,0.1895,0.144,0.133,0.096,NA,NA,3.205,0.842,1.036,0.836,0.99,NA,NA,0.37,0.415,0.283,0.292,0.193,NA,NA,5,5,1,11.684,2,1.3818,0.3106,0.1416,0.1689,0,1,0,Hardwoods,Hardwood soils
ABE,L,ACSA,S,L,1,final,9/19/2021,0.088,0.225,0.139,0.159,0.097,NA,NA,0.282,0.1895,0.144,0.133,0.096,NA,NA,3.205,0.842,1.036,0.836,0.99,NA,NA,0.37,0.415,0.283,0.292,0.193,NA,NA,5,5,1,11.684,2,1.3818,0.3106,0.1416,0.1689,0,1,0,Hardwoods,Hardwood soils
ABE,M,ACSA,F,M,1,final,9/19/2021,0.163,NA,NA,NA,NA,NA,NA,0.2775,NA,NA,NA,NA,NA,NA,1.702,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,3,1,0.333333333,13.97,2,1.702,0.441,0.163,0.2775,0,0,0,Ecotone,Ecotone soils
ABE,M,ACSA,F,M,1,final,9/19/2021,0.163,NA,NA,NA,NA,NA,NA,0.2775,NA,NA,NA,NA,NA,NA,1.702,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,3,1,0.333333333,13.97,2,1.702,0.441,0.163,0.2775,0,0,0,Ecotone,Ecotone soils
ABE,M,ACSA,F,M,1,final,9/19/2021,0.163,NA,NA,NA,NA,NA,NA,0.2775,NA,NA,NA,NA,NA,NA,1.702,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,3,1,0.333333333,13.97,2,1.702,0.441,0.163,0.2775,1,0,0,Ecotone,Ecotone soils
ABE,M,ACSA,H,H,1,final,9/19/2021,0.062,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,2.097,NA,NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA,NA,NA,4,1,0.25,7.62,2,2.097,0.192,0.062,0.13,0,0,0,Ecotone,Spruce-fir soils
ABE,M,ACSA,H,H,1,final,9/19/2021,0.062,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,2.097,NA,NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA,NA,NA,4,1,0.25,7.62,2,2.097,0.192,0.062,0.13,0,0,0,Ecotone,Spruce-fir soils
ABE,M,ACSA,H,H,1,final,9/19/2021,0.062,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,2.097,NA,NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA,NA,NA,4,1,0.25,7.62,2,2.097,0.192,0.062,0.13,0,0,0,Ecotone,Spruce-fir soils
ABE,M,ACSA,L,L,1,final,9/19/2021,0.154,0.154,0.157,0.112,NA,NA,NA,0.2515,0.241,0.198,0.135,NA,NA,NA,1.633,1.565,1.261,1.205,NA,NA,NA,0.406,0.395,0.355,0.247,NA,NA,NA,4,4,1,11.43,2,1.416,0.35075,0.14425,0.206375,0,0,0,Ecotone,Hardwood soils
ABE,M,ACSA,L,L,1,final,9/19/2021,0.154,0.154,0.157,0.112,NA,NA,NA,0.2515,0.241,0.198,0.135,NA,NA,NA,1.633,1.565,1.261,1.205,NA,NA,NA,0.406,0.395,0.355,0.247,NA,NA,NA,4,4,1,11.43,2,1.416,0.35075,0.14425,0.206375,0,0,0,Ecotone,Hardwood soils
ABE,M,ACSA,L,L,1,final,9/19/2021,0.154,0.154,0.157,0.112,NA,NA,NA,0.2515,0.241,0.198,0.135,NA,NA,NA,1.633,1.565,1.261,1.205,NA,NA,NA,0.406,0.395,0.355,0.247,NA,NA,NA,4,4,1,11.43,2,1.416,0.35075,0.14425,0.206375,0,0,0,Ecotone,Hardwood soils
ABE,M,ACSA,S,M,1,final,9/19/2021,0.207,0.136,0.118,NA,NA,NA,NA,0.177,0.0965,0.092,NA,NA,NA,NA,0.855,0.71,0.78,NA,NA,NA,NA,0.384,0.233,0.21,NA,NA,NA,NA,4,3,0.75,10.16,2,0.781666667,0.275666667,0.153666667,0.121833333,0,0,0,Ecotone,Ecotone soils
ABE,M,ACSA,S,M,1,final,9/19/2021,0.207,0.136,0.118,NA,NA,NA,NA,0.177,0.0965,0.092,NA,NA,NA,NA,0.855,0.71,0.78,NA,NA,NA,NA,0.384,0.233,0.21,NA,NA,NA,NA,4,3,0.75,10.16,2,0.781666667,0.275666667,0.153666667,0.121833333,0,0,0,Ecotone,Ecotone soils
ABE,M,ACSA,S,M,1,final,9/19/2021,0.207,0.136,0.118,NA,NA,NA,NA,0.177,0.0965,0.092,NA,NA,NA,NA,0.855,0.71,0.78,NA,NA,NA,NA,0.384,0.233,0.21,NA,NA,NA,NA,4,3,0.75,10.16,2,0.781666667,0.275666667,0.153666667,0.121833333,0,0,0,Ecotone,Ecotone soils
JAY,H,ACSA,F,H,1,final,9/17/2021,0.116,0.155,NA,NA,NA,NA,NA,0.284,0.1855,NA,NA,NA,NA,NA,2.448,1.197,NA,NA,NA,NA,NA,0.4,0.341,NA,NA,NA,NA,NA,2,1,0.5,8.89,2,1.8225,0.3705,0.1355,0.23475,1,0,0,Spruce-fir,Spruce-fir soils
JAY,H,ACSA,F,H,1,final,9/17/2021,0.116,0.155,NA,NA,NA,NA,NA,0.284,0.1855,NA,NA,NA,NA,NA,2.448,1.197,NA,NA,NA,NA,NA,0.4,0.341,NA,NA,NA,NA,NA,2,1,0.5,8.89,2,1.8225,0.3705,0.1355,0.23475,0,0,0,Spruce-fir,Spruce-fir soils
JAY,H,ACSA,F,H,1,final,9/17/2021,0.116,0.155,NA,NA,NA,NA,NA,0.284,0.1855,NA,NA,NA,NA,NA,2.448,1.197,NA,NA,NA,NA,NA,0.4,0.341,NA,NA,NA,NA,NA,2,1,0.5,8.89,2,1.8225,0.3705,0.1355,0.23475,1,0,0,Spruce-fir,Spruce-fir soils
JAY,H,ACSA,L,L,1,final,9/17/2021,0.155,0.128,0.107,NA,NA,NA,NA,0.364,0.3455,0.2015,NA,NA,NA,NA,2.348,2.699,1.883,NA,NA,NA,NA,0.519,0.474,0.309,NA,NA,NA,NA,3,3,1,9.3218,2,2.31,0.434,0.13,0.303666667,0,0,0,Spruce-fir,Hardwood soils
JAY,H,ACSA,L,L,1,final,9/17/2021,0.155,0.128,0.107,NA,NA,NA,NA,0.364,0.3455,0.2015,NA,NA,NA,NA,2.348,2.699,1.883,NA,NA,NA,NA,0.519,0.474,0.309,NA,NA,NA,NA,3,3,1,9.3218,2,2.31,0.434,0.13,0.303666667,0,0,0,Spruce-fir,Hardwood soils
JAY,H,ACSA,L,L,1,final,9/17/2021,0.155,0.128,0.107,NA,NA,NA,NA,0.364,0.3455,0.2015,NA,NA,NA,NA,2.348,2.699,1.883,NA,NA,NA,NA,0.519,0.474,0.309,NA,NA,NA,NA,3,3,1,9.3218,2,2.31,0.434,0.13,0.303666667,0,0,0,Spruce-fir,Hardwood soils
JAY,H,ACSA,M,M,1,final,9/17/2021,0.317,0.119,NA,NA,NA,NA,NA,0.567,0.239,NA,NA,NA,NA,NA,1.789,2.008,NA,NA,NA,NA,NA,0.884,0.358,NA,NA,NA,NA,NA,2,2,1,11.43,3,1.8985,0.621,0.218,0.403,0,0,0,Spruce-fir,Ecotone soils
JAY,H,ACSA,M,M,1,final,9/17/2021,0.317,0.119,NA,NA,NA,NA,NA,0.567,0.239,NA,NA,NA,NA,NA,1.789,2.008,NA,NA,NA,NA,NA,0.884,0.358,NA,NA,NA,NA,NA,2,2,1,11.43,3,1.8985,0.621,0.218,0.403,0,0,0,Spruce-fir,Ecotone soils
JAY,H,ACSA,M,M,1,final,9/17/2021,0.317,0.119,NA,NA,NA,NA,NA,0.567,0.239,NA,NA,NA,NA,NA,1.789,2.008,NA,NA,NA,NA,NA,0.884,0.358,NA,NA,NA,NA,NA,2,2,1,11.43,3,1.8985,0.621,0.218,0.403,0,0,0,Spruce-fir,Ecotone soils
JAY,H,ACSA,S,H,1,final,9/17/2021,0.229,0.144,NA,NA,NA,NA,NA,0.5245,0.436,NA,NA,NA,NA,NA,2.29,3.028,NA,NA,NA,NA,NA,0.754,0.58,NA,NA,NA,NA,NA,2,1,0.5,11.43,2,2.659,0.667,0.1865,0.48025,0,0,0,Spruce-fir,Spruce-fir soils
JAY,H,ACSA,S,H,1,final,9/17/2021,0.229,0.144,NA,NA,NA,NA,NA,0.5245,0.436,NA,NA,NA,NA,NA,2.29,3.028,NA,NA,NA,NA,NA,0.754,0.58,NA,NA,NA,NA,NA,2,1,0.5,11.43,2,2.659,0.667,0.1865,0.48025,1,1,0,Spruce-fir,Spruce-fir soils
JAY,H,ACSA,S,H,1,final,9/17/2021,0.229,0.144,NA,NA,NA,NA,NA,0.5245,0.436,NA,NA,NA,NA,NA,2.29,3.028,NA,NA,NA,NA,NA,0.754,0.58,NA,NA,NA,NA,NA,2,1,0.5,11.43,2,2.659,0.667,0.1865,0.48025,0,0,0,Spruce-fir,Spruce-fir soils
JAY,L,ACSA,F,L,1,final,9/17/2021,0.22,0.176,0.112,0.066,NA,NA,NA,0.2615,0.2205,0.2195,0.1455,NA,NA,NA,1.189,1.253,1.96,2.205,NA,NA,NA,0.482,0.397,0.332,0.212,NA,NA,NA,7,4,0.571428571,10.16,1.75,1.65175,0.35575,0.1435,0.21175,0,1,0,Hardwoods,Hardwood soils
JAY,L,ACSA,F,L,1,final,9/17/2021,0.22,0.176,0.112,0.066,NA,NA,NA,0.2615,0.2205,0.2195,0.1455,NA,NA,NA,1.189,1.253,1.96,2.205,NA,NA,NA,0.482,0.397,0.332,0.212,NA,NA,NA,7,4,0.571428571,10.16,1.75,1.65175,0.35575,0.1435,0.21175,0,1,0,Hardwoods,Hardwood soils
JAY,L,ACSA,F,L,1,final,9/17/2021,0.22,0.176,0.112,0.066,NA,NA,NA,0.2615,0.2205,0.2195,0.1455,NA,NA,NA,1.189,1.253,1.96,2.205,NA,NA,NA,0.482,0.397,0.332,0.212,NA,NA,NA,7,4,0.571428571,10.16,1.75,1.65175,0.35575,0.1435,0.21175,0,0,0,Hardwoods,Hardwood soils
JAY,L,ACSA,H,H,1,final,9/17/2021,0.078,0.078,0.092,NA,NA,NA,NA,0.1645,0.0925,0.07,NA,NA,NA,NA,2.109,1.186,0.761,NA,NA,NA,NA,0.243,0.171,0.162,NA,NA,NA,NA,6,3,0.5,8.0518,2,1.352,0.192,0.082666667,0.109,0,1,0,Hardwoods,Spruce-fir soils
JAY,L,ACSA,H,H,1,final,9/17/2021,0.078,0.078,0.092,NA,NA,NA,NA,0.1645,0.0925,0.07,NA,NA,NA,NA,2.109,1.186,0.761,NA,NA,NA,NA,0.243,0.171,0.162,NA,NA,NA,NA,6,3,0.5,8.0518,2,1.352,0.192,0.082666667,0.109,0,0,0,Hardwoods,Spruce-fir soils
JAY,L,ACSA,H,H,1,final,9/17/2021,0.078,0.078,0.092,NA,NA,NA,NA,0.1645,0.0925,0.07,NA,NA,NA,NA,2.109,1.186,0.761,NA,NA,NA,NA,0.243,0.171,0.162,NA,NA,NA,NA,6,3,0.5,8.0518,2,1.352,0.192,0.082666667,0.109,0,0,0,Hardwoods,Spruce-fir soils
JAY,L,ACSA,M,M,1,final,9/17/2021,0.184,NA,NA,NA,NA,NA,NA,0.3845,NA,NA,NA,NA,NA,NA,2.09,NA,NA,NA,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,6,1,0.166666667,12.7,2,1.89,0.569,0.184,0.3845,0,0,0,Hardwoods,Ecotone soils
JAY,L,ACSA,M,M,1,final,9/17/2021,0.184,NA,NA,NA,NA,NA,NA,0.3845,NA,NA,NA,NA,NA,NA,2.09,NA,NA,NA,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,6,1,0.166666667,12.7,2,1.89,0.569,0.184,0.3845,0,0,0,Hardwoods,Ecotone soils
JAY,L,ACSA,M,M,1,final,9/17/2021,0.184,NA,NA,NA,NA,NA,NA,0.3845,NA,NA,NA,NA,NA,NA,2.09,NA,NA,NA,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,6,1,0.166666667,12.7,2,1.89,0.569,0.184,0.3845,0,1,0,Hardwoods,Ecotone soils
JAY,L,ACSA,S,L,1,final,9/17/2021,0.066,0.046,0.084,0.097,0.099,NA,NA,0.176,0.1005,0.0795,0.064,0.053,NA,NA,2.667,2.185,0.946,0.66,0.535,NA,NA,0.242,0.147,0.164,0.161,0.152,NA,NA,7,5,0.714285714,8.636,2,1.3986,0.1732,0.0784,0.0946,0,1,0,Hardwoods,Hardwood soils
JAY,L,ACSA,S,L,1,final,9/17/2021,0.066,0.046,0.084,0.097,0.099,NA,NA,0.176,0.1005,0.0795,0.064,0.053,NA,NA,2.667,2.185,0.946,0.66,0.535,NA,NA,0.242,0.147,0.164,0.161,0.152,NA,NA,7,5,0.714285714,8.636,2,1.3986,0.1732,0.0784,0.0946,0,1,0,Hardwoods,Hardwood soils
JAY,L,ACSA,S,L,1,final,9/17/2021,0.066,0.046,0.084,0.097,0.099,NA,NA,0.176,0.1005,0.0795,0.064,0.053,NA,NA,2.667,2.185,0.946,0.66,0.535,NA,NA,0.242,0.147,0.164,0.161,0.152,NA,NA,7,5,0.714285714,8.636,2,1.3986,0.1732,0.0784,0.0946,0,1,0,Hardwoods,Hardwood soils
JAY,M,ACSA,F,M,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Ecotone soils
JAY,M,ACSA,F,M,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Ecotone soils
JAY,M,ACSA,F,M,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Ecotone soils
JAY,M,ACSA,H,H,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Spruce-fir soils
JAY,M,ACSA,H,H,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Spruce-fir soils
JAY,M,ACSA,H,H,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Spruce-fir soils
JAY,M,ACSA,L,L,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Hardwood soils
JAY,M,ACSA,L,L,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Hardwood soils
JAY,M,ACSA,L,L,1,final,9/17/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0,0,0,Ecotone,Hardwood soils
JAY,M,ACSA,S,M,1,final,9/17/2021,0.062,NA,NA,NA,NA,NA,NA,0.0865,NA,NA,NA,NA,NA,NA,1.395,NA,NA,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA,1,1,1,7.62,5,1.395,0.149,0.062,0.0865,0,0,0,Ecotone,Ecotone soils
JAY,M,ACSA,S,M,1,final,9/17/2021,0.062,NA,NA,NA,NA,NA,NA,0.0865,NA,NA,NA,NA,NA,NA,1.395,NA,NA,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA,1,1,1,7.62,5,1.395,0.149,0.062,0.0865,1,0,0,Ecotone,Ecotone soils
JAY,M,ACSA,S,M,1,final,9/17/2021,0.062,NA,NA,NA,NA,NA,NA,0.0865,NA,NA,NA,NA,NA,NA,1.395,NA,NA,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA,1,1,1,7.62,5,1.395,0.149,0.062,0.0865,0,0,0,Ecotone,Ecotone soils
KIL,H,ACSA,F,H,1,final,9/20/2021,0.046,0.113,NA,NA,NA,NA,NA,0.239,0.1695,NA,NA,NA,NA,NA,5.196,1.5,NA,NA,NA,NA,NA,0.285,0.283,NA,NA,NA,NA,NA,3,1,0.33,7.62,1.5,3.348,0.284,0.0795,0.20425,0,0,0,Spruce-fir,Spruce-fir soils
KIL,H,ACSA,F,H,1,final,9/20/2021,0.046,0.113,NA,NA,NA,NA,NA,0.239,0.1695,NA,NA,NA,NA,NA,5.196,1.5,NA,NA,NA,NA,NA,0.285,0.283,NA,NA,NA,NA,NA,3,1,0.33,7.62,1.5,3.348,0.284,0.0795,0.20425,0,0,0,Spruce-fir,Spruce-fir soils
KIL,H,ACSA,F,H,1,final,9/20/2021,0.046,0.113,NA,NA,NA,NA,NA,0.239,0.1695,NA,NA,NA,NA,NA,5.196,1.5,NA,NA,NA,NA,NA,0.285,0.283,NA,NA,NA,NA,NA,3,1,0.33,7.62,1.5,3.348,0.284,0.0795,0.20425,0,0,0,Spruce-fir,Spruce-fir soils
KIL,H,ACSA,L,L,1,final,9/20/2021,0.093,0.017,0.057,NA,NA,NA,NA,0.196,0.088,0.0265,NA,NA,NA,NA,2.108,5.176,0.465,NA,NA,NA,NA,0.289,0.105,0.084,NA,NA,NA,NA,4,3,0.75,6.7818,2.33,2.583,0.159333333,0.055666667,0.1035,0,0,0,Spruce-fir,Hardwood soils
KIL,H,ACSA,L,L,1,final,9/20/2021,0.093,0.017,0.057,NA,NA,NA,NA,0.196,0.088,0.0265,NA,NA,NA,NA,2.108,5.176,0.465,NA,NA,NA,NA,0.289,0.105,0.084,NA,NA,NA,NA,4,3,0.75,6.7818,2.33,2.583,0.159333333,0.055666667,0.1035,0,1,0,Spruce-fir,Hardwood soils
